"","id","Day61","Day65","Day66","Day68","Day70","Day73","Day77","Day78","Day80","Day82","Day85","Day89","Day90","Day92","Day94","Day97","Day101","Day102","Day104","Day106","Day109","Day113","Day114","Day116","Day118","Day121","Day125","Day126","Day128","Day130","Day133","Day137","Day138","Day140","Day142","Day145","Day149","Day150","Day152","Day154","Day157","Day161","Day162","Day164","Day166","Day169","Day173","Day174","Day176","Day178","Day181","Day185","Day186","Day188","Day190","Day193","Day197","Day198","Day200","Day202","Day205","Day209","Day210","Day212","Day214","Day217","Day221","Day222","Day224","Day226","Day229","Day233","Day234","Day236","Day238","Day241","Day245","Day246","Day248","Day250","Day253","Day257","Day258","Day260","Day262","Day265","Day269","Day270","Day272","Day60","Day62","Day64","Day67","Day71","Day72","Day74","Day76","Day79","Day83","Day84","Day86","Day88","Day91","Day95","Day96","Day98","Day100","Day103","Day107","Day110","Day112","Day115","Day119","Day120","Day122","Day124","Day127","Day131","Day132","Day134","Day136","Day139","Day143","Day144","Day146","Day148","Day151","Day155","Day156","Day158","Day160","Day163","Day167","Day168","Day170","Day172","Day175","Day179","Day182","Day184","Day187","Day191","Day192","Day194","Day196","Day199","Day203","Day204","Day208","Day211","Day215","Day216","Day218","Day220","Day223","Day227","Day228","Day230","Day232","Day235","Day239","Day240","Day242","Day244","Day247","Day251","Day252","Day254","Day256","Day259","Day263","Day264","Day266","Day268","Day271"
"S5EB02","S5EB02",-12.9161977767944,-9.9668025970459,NA,0,-14.0426206588745,-11.2097854614258,-11.1613988876343,NA,0,-10.9187517166138,-12.4629411697388,-9.6584005355835,NA,0,-16.5748691558838,-10.3934764862061,-6.57028007507324,NA,0,-11.3893985748291,-12.9659738540649,-6.84280776977539,NA,0,-23.0328025817871,-15.4406623840332,-9.47125244140625,NA,0,-23.1716041564941,-11.5182704925537,-7.61059761047363,NA,0,-16.1788997650146,-13.6326770782471,-8.27916717529297,NA,0,-17.864221572876,-12.0773000717163,-7.82845020294189,NA,0,-12.2768669128418,-14.1872444152832,-8.74606227874756,NA,0,-12.7319040298462,-13.7402963638306,-8.86783790588379,NA,0,-20.0178470611572,-16.9243717193604,-7.50056600570679,NA,0,-16.3915462493896,-16.0228633880615,-8.82571887969971,NA,0,-16.6081085205078,-14.4029035568237,-6.8526668548584,NA,0,-18.0214252471924,-12.2582292556763,-8.1416711807251,NA,0,-18.3221969604492,-14.0731725692749,-8.55997467041016,NA,0,-16.5891876220703,-12.9950914382935,-8.40528964996338,NA,0,-17.9107723236084,-18.4234104156494,-9.79622936248779,NA,0,NA,0,-16.7446956634521,-12.8832845687866,-15.8614807128906,NA,0,-18.1231117248535,-16.3467807769775,-15.6950187683105,NA,0,-14.726806640625,-14.9505262374878,-14.346923828125,NA,0,-14.379075050354,-11.698468208313,-15.9480447769165,0,-15.1122379302979,-12.051685333252,-16.2873573303223,NA,0,-15.953387260437,-14.7074146270752,-15.5122385025024,NA,0,-15.0231704711914,-14.337911605835,-16.3198947906494,NA,0,-17.6140365600586,-15.8579912185669,-15.9042701721191,NA,0,-14.8493032455444,-13.3773784637451,-15.7875566482544,NA,0,-18.3892517089844,-14.2607021331787,-17.6725978851318,0,-15.0395736694336,-15.3059825897217,-8.16787624359131,NA,0,-15.0331392288208,-13.69309425354,-7.14785099029541,NA,-16.3322467803955,-15.6152420043945,-9.23873805999756,NA,0,-17.2965183258057,-16.2530097961426,-8.37685871124268,NA,0,-17.7592792510986,-13.3651666641235,-10.2020864486694,NA,0,-13.7765283584595,-15.3205041885376,-9.24212074279785,NA,0,-12.2934322357178,-18.1278610229492,-7.83282852172852,NA,0,-18.3203239440918,-18.622953414917
"S5EB04","S5EB04",-15.2644309997559,-11.9294052124023,NA,0,-10.4844236373901,-13.5832138061523,-7.02088594436646,NA,0,-14.6404647827148,-11.6968383789062,-7.94061946868896,NA,0,-11.6845874786377,-14.0563659667969,-6.44266414642334,NA,0,-15.0494337081909,-12.2501583099365,-5.95626068115234,NA,0,-15.9653739929199,-14.0916242599487,-9.60768413543701,NA,0,-20.6113300323486,-13.2133169174194,-6.0014386177063,NA,0,-14.0216283798218,-13.3790588378906,-9.19987773895264,NA,0,-15.9743585586548,-12.3869400024414,-6.57199239730835,NA,0,-17.1492500305176,-13.9854125976562,-6.86607265472412,NA,0,-14.5584573745728,-17.9653644561768,-8.7037239074707,NA,0,-13.3469476699829,-13.3683643341064,-7.94997978210449,NA,0,-9.55901908874512,-13.7046794891357,-7.93899345397949,NA,0,-16.9696960449219,-15.8644914627075,-6.80514430999756,NA,0,-14.8950176239014,-16.0315589904785,-7.2799391746521,NA,0,-12.282169342041,-13.2004632949829,-8.90698146820068,NA,0,-11.2893896102905,-17.3387680053711,-8.59370613098145,NA,0,-17.2935733795166,-15.3582248687744,-7.58081340789795,NA,0,NA,0,-13.7501087188721,-14.559962272644,-14.5182342529297,NA,0,-16.5721950531006,-13.5400905609131,-14.9238166809082,NA,0,-11.2453765869141,-10.3282537460327,-12.3620281219482,NA,0,-12.0390033721924,-10.9477672576904,-13.3979349136353,0,-17.8208541870117,-12.4810857772827,-15.4784002304077,NA,0,-20.6894626617432,-15.0915565490723,-18.9882869720459,NA,0,-13.6289167404175,-13.3960990905762,-13.1353969573975,NA,0,-17.4482345581055,-14.029857635498,-17.0769939422607,NA,0,-11.6251907348633,-14.4689064025879,-17.8418025970459,NA,0,-16.7764186859131,-14.7954425811768,-17.5474109649658,0,-16.6266899108887,-14.641224861145,-8.02618789672852,NA,0,-15.2185096740723,-15.1626644134521,-7.00189685821533,NA,-14.1471872329712,-16.4055480957031,-8.52548885345459,NA,0,-19.5880222320557,-14.9202032089233,-8.81713962554932,NA,0,-14.3756628036499,-15.5782690048218,-9.88334941864014,NA,0,-14.4160642623901,-17.1079978942871,-8.27893161773682,NA,0,-15.6801424026489,-15.3350868225098,-6.73879671096802,NA,0,-15.4264078140259,-15.3393926620483
"S5EB05","S5EB05",-15.5174522399902,-8.50689315795898,NA,0,-14.4172534942627,-13.4366836547852,-7.56085634231567,NA,0,-14.6814737319946,-15.1217489242554,-8.40994262695312,NA,0,-16.1170558929443,-12.3831329345703,-6.57036256790161,NA,0,-12.9250011444092,-11.6581935882568,-8.45546245574951,NA,0,-14.5652542114258,-15.0942058563232,-8.64701271057129,NA,0,-14.3025197982788,-9.99137687683105,-6.73206090927124,NA,0,-12.6964416503906,-16.7772674560547,-5.62677001953125,NA,0,-11.1253414154053,-13.4348411560059,-6.67061376571655,NA,0,-17.6022872924805,-14.9040908813477,-8.84898853302002,NA,0,-17.0835342407227,-14.751335144043,-8.17952442169189,NA,0,-13.813117980957,-10.6833848953247,-8.69813537597656,NA,0,-14.1262502670288,-18.554271697998,-8.89459419250488,NA,0,-14.7186155319214,-13.584192276001,-8.3920431137085,NA,0,-12.6444988250732,-16.4903430938721,-10.7708654403687,NA,0,-18.66357421875,-15.7080278396606,-8.75814342498779,NA,0,-12.3911352157593,-13.4553260803223,-8.28134346008301,NA,0,-18.1703548431396,-17.4880275726318,-10.9697904586792,NA,0,NA,0,-18.4079818725586,-12.649188041687,-11.8820896148682,NA,0,-13.8875513076782,-13.1826848983765,-15.2917413711548,NA,0,-15.5046949386597,-13.4741306304932,-16.2653923034668,NA,0,-12.914402961731,-12.155403137207,-16.7408237457275,0,-14.6362752914429,-14.9640245437622,-17.5683822631836,NA,0,-15.5764074325562,-15.2454395294189,-19.0297260284424,NA,0,-13.8059778213501,-10.7641353607178,-14.9695730209351,NA,0,-17.888692855835,-18.6615047454834,-15.490592956543,NA,0,-17.1821117401123,-16.3755264282227,-16.0390682220459,NA,0,-13.4051399230957,-15.7829284667969,-18.9625015258789,0,-14.5195417404175,-11.9514503479004,-9.27212333679199,NA,0,-16.1553516387939,-20.0280990600586,-7.4438042640686,NA,-20.4270248413086,-14.7781963348389,-8.31152725219727,NA,0,-12.1390886306763,-15.8557214736938,-7.34813642501831,NA,0,-12.5653448104858,-17.1481647491455,-8.32034397125244,NA,0,-15.7350778579712,-22.2579536437988,-8.36652183532715,NA,0,-10.7276239395142,-11.561261177063,-8.4671459197998,NA,0,-14.7464599609375,-16.6623802185059
"S5EB06","S5EB06",-17.1044635772705,-7.23627376556396,NA,0,-14.1812515258789,-14.9860172271729,-9.33307838439941,NA,0,-12.4939365386963,-12.8009815216064,-6.33145999908447,NA,0,-12.8914909362793,-9.83498001098633,-5.30537176132202,NA,0,-10.0387172698975,-10.8547077178955,-6.54192304611206,NA,0,-14.9128131866455,-12.730375289917,-7.92036819458008,NA,0,-15.8407955169678,-15.9757928848267,-8.07431697845459,NA,0,-14.9043521881104,-16.3366451263428,-7.64526891708374,NA,0,-18.5330448150635,-17.734561920166,-6.48947334289551,NA,0,-10.0608768463135,-10.3842105865479,-10.9792137145996,NA,0,-14.6806087493896,-14.4897556304932,-7.58138275146484,NA,0,-14.8676271438599,-14.6523914337158,-8.38973712921143,NA,0,-13.5717849731445,-16.3003425598145,-8.66724014282227,NA,0,-10.3726482391357,-19.6044521331787,-7.13547801971436,NA,0,-13.3569755554199,-15.0818090438843,-7.07597875595093,NA,0,-10.7305316925049,-12.4197511672974,-8.07346248626709,NA,0,-19.8808670043945,-14.5705795288086,-6.27468156814575,NA,0,-14.2284822463989,-16.744987487793,-8.41157341003418,NA,0,NA,0,-13.4529943466187,-13.1446161270142,-15.3968877792358,NA,0,-14.3874940872192,-13.399974822998,-12.6201705932617,NA,0,-9.85483360290527,-13.4109373092651,-12.280294418335,NA,0,-9.52154731750488,-12.3482656478882,-12.5054683685303,0,-15.3232250213623,-13.875376701355,-13.3839206695557,NA,0,-15.3011884689331,-17.5440845489502,-15.3954811096191,NA,0,-13.5481805801392,-15.8749961853027,-13.4800777435303,NA,0,-12.3962869644165,-13.9231863021851,-15.6768751144409,NA,0,-14.0200033187866,-14.1881427764893,-16.7254009246826,NA,0,-13.9058446884155,-14.1787157058716,-12.5288019180298,0,-14.0154209136963,-12.8459606170654,-9.1183385848999,NA,0,-14.9963340759277,-13.9457483291626,-6.34144401550293,NA,-12.539647102356,-18.3230686187744,-8.43024635314941,NA,0,-12.9805593490601,-15.5382595062256,-8.20432281494141,NA,0,-14.8998804092407,-17.9685916900635,-10.9782981872559,NA,0,-12.7071256637573,-15.060962677002,-10.7588233947754,NA,0,-12.679313659668,-20.7265872955322,-10.5957202911377,NA,0,-12.943696975708,-15.046817779541
"S5EB23","S5EB23",-16.6589813232422,-7.604651927948,NA,0,-12.9035921096802,-17.8977127075195,-8.0000467300415,NA,0,-11.4719934463501,-16.1277809143066,-7.49581003189087,NA,0,-14.3645505905151,-13.8877611160278,-7.5921745300293,NA,0,-13.5016937255859,-11.1924886703491,-8.11020183563232,NA,0,-15.3843965530396,-15.2182807922363,-10.4689865112305,NA,0,-16.037109375,-10.1315221786499,-6.72432136535645,NA,0,-13.1521282196045,-13.8875274658203,-7.0510778427124,NA,0,-13.4200496673584,-17.2895050048828,-6.06362152099609,NA,0,-11.5110712051392,-11.6289176940918,-6.92894983291626,NA,0,-16.6669216156006,-11.9059762954712,-6.65533447265625,NA,0,-15.4859752655029,-11.5685729980469,-7.16987085342407,NA,0,-12.1000909805298,-12.1486301422119,-8.07810306549072,NA,0,-15.9237937927246,-12.9951219558716,-7.05690717697144,NA,0,-15.914662361145,-13.5976972579956,-8.24572372436523,NA,0,-14.3091735839844,-14.5427141189575,-18.7258720397949,NA,0,-14.867259979248,-8.38036727905273,-6.94383382797241,NA,0,-16.4823589324951,-14.8158006668091,-7.07262754440308,NA,0,NA,0,-13.7069473266602,-14.0410461425781,-12.541615486145,NA,0,-16.7516860961914,-15.8112802505493,-10.9983549118042,NA,0,-11.958854675293,-10.6461582183838,-12.4413690567017,NA,0,-15.5778045654297,-10.5796632766724,-12.5464191436768,0,-14.6210060119629,-16.0493106842041,-18.0101299285889,0,0,-16.1669673919678,-16.4383697509766,-15.6454420089722,NA,0,-15.5274343490601,-11.758469581604,-16.493932723999,NA,0,-15.0972242355347,-16.2518424987793,-16.7750720977783,NA,0,-16.7922191619873,-10.3284406661987,-18.0340423583984,NA,0,-14.095178604126,-20.0692386627197,-21.9050273895264,0,-19.4439258575439,-15.9252872467041,-6.84687089920044,0,0,-13.2160739898682,-16.1920833587646,-8.34482574462891,NA,-15.3097085952759,-14.8266258239746,-7.81461811065674,NA,0,-12.267165184021,-14.4561080932617,-8.28547477722168,NA,0,-14.1930513381958,-16.9394512176514,-7.50057792663574,0,0,-14.2973279953003,-14.6081714630127,-8.28286266326904,0,0,-15.0383758544922,-14.396430015564,-6.38160228729248,NA,0,-15.5878505706787,-15.9635324478149
"S5EB24","S5EB24",-12.1280422210693,-16.0843601226807,NA,0,-12.0856409072876,-10.572925567627,-18.0095100402832,NA,0,-12.7955188751221,-11.5526809692383,-14.3052806854248,NA,0,-12.8187370300293,-9.99450302124023,-9.84764289855957,NA,0,-11.25927734375,-15.5837392807007,-13.0555553436279,NA,0,-15.4049739837646,-19.5490188598633,-19.6702194213867,NA,0,-11.8368196487427,-12.8560218811035,-12.4281806945801,NA,0,-13.5635395050049,-13.7296848297119,-13.2510080337524,NA,0,-11.5685615539551,-15.4940929412842,-12.9210596084595,NA,0,-15.3843746185303,-13.9091777801514,-14.3219509124756,NA,0,-12.8540344238281,-11.8378381729126,-13.0139932632446,NA,0,-14.3101205825806,-15.2596940994263,-16.745626449585,NA,0,-15.6464176177979,-11.2817392349243,-14.525426864624,NA,0,-15.6109809875488,-15.9019775390625,-15.2533121109009,NA,0,-13.6898365020752,-10.9013080596924,-16.6492977142334,NA,0,-12.6287603378296,-14.098316192627,-17.338981628418,NA,0,-11.4098415374756,-14.167667388916,-13.9690008163452,NA,0,-12.3697509765625,-14.5448265075684,-18.0284233093262,NA,0,NA,0,-14.1546850204468,-13.6016883850098,-11.3043556213379,NA,0,-12.0245790481567,-15.4779739379883,-13.5882911682129,NA,0,-11.8811483383179,-10.2644786834717,-13.4695272445679,NA,0,-14.2318887710571,-10.8151712417603,-11.4916496276855,0,-15.0718097686768,-18.1643695831299,-11.5154409408569,0,0,-17.5767040252686,-12.0611791610718,-14.3868036270142,NA,0,-13.9188747406006,-11.6270780563354,-17.0982475280762,NA,0,-16.9949626922607,-15.1012964248657,-16.551441192627,NA,0,-12.146409034729,-11.382152557373,-16.7400169372559,NA,0,-14.5164003372192,-15.3526525497437,-12.5275735855103,0,-16.7884654998779,-15.3954172134399,-8.28125762939453,0,0,-13.2991619110107,-15.4981184005737,-8.6779956817627,NA,-14.037148475647,-15.1893062591553,-8.17969989776611,NA,0,-16.6411209106445,-14.9294309616089,-7.85923862457275,NA,0,-13.3993644714355,-14.3576412200928,-8.53338432312012,0,0,-15.6793451309204,-12.9784317016602,-8.03719615936279,0,0,-13.2698612213135,-11.3635473251343,-8.46955680847168,NA,0,-14.6505079269409,-16.2019710540771
"S5EB25","S5EB25",-17.0775852203369,-16.0358200073242,NA,0,-12.2738542556763,-14.3375654220581,-14.3811635971069,NA,0,-17.130313873291,-11.1915483474731,-13.1561126708984,NA,0,-10.115571975708,-9.90651607513428,-12.7504291534424,NA,0,-11.8782300949097,-12.1546936035156,-19.1940937042236,NA,0,-16.7508296966553,-16.3706130981445,-15.7526836395264,NA,0,-16.5154571533203,-13.0056972503662,-15.6236343383789,NA,0,-13.2222833633423,-13.4681720733643,-19.308277130127,NA,0,-15.7572889328003,-15.0376634597778,-12.824179649353,NA,0,-14.6981782913208,-12.9821853637695,-16.377082824707,NA,0,-12.5048027038574,-12.7581605911255,-16.2028350830078,NA,0,-15.9642019271851,-13.5826807022095,-13.3420734405518,NA,0,-13.7074975967407,-18.4378089904785,-15.7517757415771,NA,0,-12.8428325653076,-13.5648155212402,-16.8486099243164,NA,0,-14.5013561248779,-12.8506660461426,-19.4210014343262,NA,0,-19.731143951416,-15.2668285369873,-13.1968641281128,NA,0,-16.0614051818848,-12.4077787399292,-17.4105262756348,NA,0,-16.1715602874756,-15.8431272506714,-15.19482421875,NA,0,NA,0,-13.6133489608765,-13.4417133331299,-16.2881393432617,NA,0,-17.6044406890869,-19.229118347168,-15.0166788101196,NA,0,-16.3476009368896,-12.4169082641602,-14.532525062561,NA,0,-13.36705493927,-9.5376501083374,-11.1786079406738,0,-15.2408008575439,-13.6182594299316,-16.7952098846436,0,0,-16.703010559082,-13.4732961654663,-17.3352756500244,NA,0,-13.7665328979492,-19.1491260528564,-13.7787446975708,NA,0,-13.653377532959,-12.4796380996704,-16.7372016906738,NA,0,-14.7313413619995,-12.1471176147461,-17.3855972290039,NA,0,-13.8712244033813,-14.0348272323608,-19.4321403503418,0,-14.5624589920044,-14.3758583068848,-6.65142393112183,0,0,-16.9805965423584,-15.6219081878662,-8.71742725372314,NA,-14.7914028167725,-12.718957901001,-7.59000730514526,NA,0,-14.5057640075684,-13.7723751068115,-9.08474063873291,NA,0,-15.4334468841553,-13.050066947937,-8.16591548919678,NA,0,-17.0690059661865,-12.6921606063843,-8.84747505187988,0,0,-15.199047088623,-14.637396812439,-7.43443584442139,NA,0,-15.3994073867798,-16.5327129364014
"S5FA01","S5FA01",-14.4157629013062,-16.834005355835,NA,0,-10.7500085830688,-13.5006608963013,-13.9615535736084,NA,0,-9.93347549438477,-10.7010726928711,-16.2663478851318,NA,0,-11.0759725570679,-11.4790410995483,-13.2326803207397,NA,0,-7.99958610534668,-13.0910863876343,-15.2903680801392,NA,0,-15.3757219314575,-16.6781845092773,-14.876163482666,NA,0,-12.9427471160889,-12.7566709518433,-15.5950889587402,NA,0,-16.1898441314697,-12.2361602783203,-12.3755626678467,NA,0,-15.0851535797119,-17.5788021087646,-11.599946975708,NA,0,-13.3664712905884,-15.5119037628174,-19.6230525970459,NA,0,-14.684778213501,-15.3113718032837,-14.5279912948608,NA,0,-12.0915479660034,-16.6613178253174,-13.5171403884888,NA,0,-13.0941190719604,-13.1715383529663,-17.8984813690186,NA,0,-19.226879119873,-15.050256729126,-12.920524597168,NA,0,-12.3806686401367,-15.1669864654541,-19.6151866912842,NA,0,-21.808521270752,-15.1606750488281,-12.4318857192993,NA,0,-16.8017807006836,-13.4838991165161,-15.8224077224731,NA,0,-15.5933113098145,-18.402400970459,-16.2663021087646,NA,0,NA,0,-18.1101551055908,-11.3914127349854,-10.9735832214355,NA,0,-13.9432306289673,-13.5498056411743,-15.1757230758667,NA,0,-12.242359161377,-16.4506950378418,-14.4318876266479,NA,0,-16.1654682159424,-13.0961627960205,-13.5354261398315,0,-12.6728439331055,-16.901611328125,-12.9825010299683,NA,0,-13.7049083709717,-16.1163158416748,-16.5451335906982,NA,0,-12.1653957366943,-15.9009590148926,-14.3199434280396,NA,0,-12.365029335022,-16.2317485809326,-15.4401998519897,NA,0,-14.6813802719116,-13.3865785598755,-16.8938865661621,NA,0,-14.719407081604,-14.9375801086426,-12.6594295501709,0,-14.0553617477417,-14.6089363098145,-14.0581741333008,NA,0,-11.7154541015625,-15.5652017593384,-15.3443279266357,NA,-12.992036819458,-14.4814767837524,-15.2595415115356,NA,0,-13.9192876815796,-18.099609375,-14.5988063812256,NA,0,-15.4456357955933,-14.9195280075073,-13.9073581695557,NA,0,-14.4086322784424,-14.9312610626221,-12.6513757705688,NA,0,-19.0052833557129,-15.6667251586914,-13.6727981567383,NA,0,-15.9742460250854,-15.6271085739136
"S5FA02","S5FA02",-17.5563411712646,-16.0309715270996,NA,0,-10.9421367645264,-11.7638559341431,-14.3861780166626,NA,0,-7.81027317047119,-12.0829582214355,-12.4837274551392,NA,0,-11.3120756149292,-15.5988683700562,-11.2006816864014,NA,0,-13.7647571563721,-19.1307983398438,-16.0992469787598,NA,0,-14.1652250289917,-16.1172008514404,-12.4659414291382,NA,0,-17.8773498535156,-13.1350288391113,-15.7289953231812,NA,0,-10.4916095733643,-16.9856281280518,-13.0333452224731,NA,0,-14.1053152084351,-15.3958330154419,-14.7127246856689,NA,0,-9.93721485137939,-17.4293270111084,-17.2860622406006,NA,0,-13.6254358291626,-18.788553237915,-16.0191459655762,NA,0,-13.6579065322876,-13.0474605560303,-11.3981494903564,NA,0,-13.0739097595215,-15.869457244873,-13.906681060791,NA,0,-12.2169990539551,-21.2294044494629,-15.4967746734619,NA,0,-16.8982353210449,-13.2205677032471,-13.1309700012207,NA,0,-18.9675579071045,-14.6592054367065,-18.1729888916016,NA,0,-13.4771223068237,-13.4547023773193,-16.4413146972656,NA,0,-12.7935743331909,-14.8579978942871,-13.6252470016479,NA,0,NA,0,-12.4536666870117,-12.196063041687,-7.7737512588501,NA,0,-11.8829097747803,-13.7459602355957,-12.7881917953491,NA,0,-10.1885557174683,-13.6290655136108,-12.1440362930298,NA,0,-10.594651222229,-12.9675340652466,-9.87544727325439,0,-12.1662750244141,-16.1738681793213,-12.7715435028076,NA,0,-13.9244012832642,-18.8638935089111,-11.2239770889282,NA,0,-12.8686819076538,-17.2490863800049,-13.2043504714966,NA,0,-12.8056974411011,-15.7895660400391,-11.6511707305908,NA,0,-11.3071126937866,-19.1765060424805,-15.7260112762451,NA,0,-15.9571199417114,-14.5162591934204,-13.9654197692871,0,-12.0200290679932,-13.9197006225586,-11.8981199264526,NA,0,-12.43199634552,-16.385046005249,-16.6406078338623,NA,-12.8249254226685,-16.8273391723633,-14.4467535018921,NA,0,-14.0626220703125,-16.3138103485107,-15.1897306442261,NA,0,-12.1164770126343,-11.293511390686,-17.6915645599365,NA,0,-15.4997415542603,-12.3534183502197,-16.3191795349121,NA,0,-13.2748155593872,-17.7122783660889,-14.6632699966431,NA,0,-14.7733144760132,-17.0569267272949
"S5FA03","S5FA03",-16.374942779541,-14.9350214004517,NA,0,-10.0194234848022,-15.4557857513428,-13.6153554916382,NA,0,-10.2553024291992,-12.1444473266602,-12.7074947357178,NA,0,-8.2738037109375,-13.793833732605,-10.7188663482666,NA,0,-13.2908763885498,-10.8369302749634,-13.8682165145874,NA,0,-15.943172454834,-13.3174629211426,-15.0650777816772,NA,0,-12.4373798370361,-10.3163681030273,-15.5036544799805,NA,0,-12.2342987060547,-17.2609233856201,-13.6352691650391,NA,0,-10.8099918365479,-14.7258424758911,-14.1030712127686,NA,0,-15.9453277587891,-12.9247360229492,-14.9781436920166,NA,0,-14.790002822876,-16.2216739654541,-17.9846858978271,NA,0,-11.9210453033447,-13.6922674179077,-15.946436882019,NA,0,-14.7945756912231,-15.4245176315308,-14.1390218734741,NA,0,-14.3545370101929,-15.3900527954102,-16.6118335723877,NA,0,-11.815354347229,-14.1292219161987,-13.7922515869141,NA,0,-14.3411235809326,-13.0170421600342,-13.4644145965576,NA,0,-12.9682292938232,-17.1386623382568,-24.3052539825439,NA,0,-11.9971351623535,-13.0405101776123,-16.7747383117676,NA,0,NA,0,-16.3805522918701,-11.5118169784546,-11.3652334213257,NA,0,-15.3360557556152,-14.1209840774536,-14.1384801864624,NA,0,-15.754903793335,-11.026948928833,-12.1811122894287,NA,0,-9.44127178192139,-13.1978855133057,-13.6873149871826,0,-11.4253406524658,-15.4978199005127,-15.9470367431641,NA,0,-15.7077894210815,-14.7005271911621,-12.358510017395,NA,0,-13.5271663665771,-14.2635860443115,-14.618878364563,NA,0,-14.5277528762817,-12.7784748077393,-15.843243598938,NA,0,-12.7150087356567,-18.8519439697266,-14.7748165130615,NA,0,-16.0546684265137,-16.0307292938232,-15.8492803573608,0,-21.0555210113525,-16.3631362915039,-15.1436138153076,NA,0,-14.0976457595825,-15.7015819549561,-15.2785148620605,NA,-14.8591136932373,-14.8615217208862,-14.6967935562134,NA,0,-15.7252922058105,-16.842113494873,-15.6647539138794,NA,0,-15.5413675308228,-14.1687145233154,-16.1848125457764,NA,0,-13.2639207839966,-16.0321140289307,-15.6831893920898,NA,0,-15.9904346466064,-14.789834022522,-17.2785453796387,NA,0,-15.6585168838501,-16.5430088043213
"S5FA04","S5FA04",-16.5291805267334,-18.4002628326416,NA,0,-12.9121732711792,-12.9474058151245,-19.989688873291,NA,0,-15.5361318588257,-13.6225996017456,-17.4640483856201,NA,0,-15.5928688049316,-11.3906755447388,-13.8474073410034,NA,0,-15.3088474273682,-13.5041971206665,-14.9627904891968,NA,0,-18.1844692230225,-16.8399505615234,-19.6559562683105,NA,0,-18.3701801300049,-13.3821353912354,-16.049560546875,NA,0,-18.1333637237549,-12.5424575805664,-18.4878711700439,NA,0,-17.0926456451416,-18.3046054840088,-14.7910604476929,NA,0,-16.9484176635742,-18.0183162689209,-14.3000068664551,NA,0,-13.0666904449463,-17.3920478820801,-18.3289318084717,NA,0,-14.0550289154053,-15.5333290100098,-16.868013381958,NA,0,-18.9403877258301,-17.2647705078125,-21.3519592285156,NA,0,-13.8944253921509,-15.1348257064819,-17.9598522186279,NA,0,-12.3158292770386,-12.1132497787476,-13.5489072799683,NA,0,-18.5368270874023,-13.8584470748901,-18.1708602905273,NA,0,-17.608793258667,-15.397572517395,-13.7983980178833,NA,0,-16.078369140625,-13.2899227142334,-19.7637596130371,NA,0,NA,0,-12.5257539749146,-14.4909954071045,-12.9288692474365,NA,0,-14.1490135192871,-16.4921474456787,-13.0696659088135,NA,0,-12.6859617233276,-12.0223264694214,-14.7023735046387,NA,0,-13.0149660110474,-12.9854745864868,-12.6912546157837,0,-12.3578834533691,-13.6601314544678,-16.2490692138672,NA,0,-14.0484828948975,-14.7366991043091,-21.7928161621094,NA,0,-13.4061279296875,-18.1257286071777,-17.0261497497559,NA,0,-15.5703039169312,-16.397066116333,-14.5472316741943,NA,0,-15.0241270065308,-17.8161144256592,-15.4522228240967,NA,0,-12.9580364227295,-14.5210371017456,-17.7165126800537,0,-17.8187198638916,-16.1962833404541,-18.9497299194336,NA,0,-15.7038307189941,-12.4549322128296,-15.2610530853271,NA,-12.2535495758057,-14.2454929351807,-14.5686378479004,NA,0,-16.8125076293945,-15.6344356536865,-17.7411499023438,NA,0,-15.0896654129028,-15.1692714691162,-16.5117950439453,NA,0,-17.9612159729004,-14.156943321228,-15.6689338684082,NA,0,-14.7586288452148,-16.8495674133301,-12.3455009460449,NA,0,-20.2883968353271,-17.8172512054443
