"","id","Day60","Day62","Day65","Day67","Day70","Day72","Day75","Day77","Day80","Day82","Day85","Day87","Day90","Day92","Day95","Day97","Day100","Day102","Day105","Day107","Day110","Day112","Day115","Day117","Day120","Day122","Day125","Day127","Day130","Day132","Day135","Day137","Day140","Day142","Day145","Day150","Day152","Day155","Day157","Day160","Day162","Day165","Day167","Day170","Day172","Day175","Day177","Day180","Day182","Day185","Day187","Day190","Day192","Day195","Day197","Day200","Day202","Day205","Day207","Day210","Day212","Day215","Day217","Day220","Day222","Day225","Day227","Day229","Day230","Day232","Day235","Day239","Day240","Day242","Day247","Day249","Day250","Day252","Day255","Day257","Day259","Day260","Day262","Day265","Day267","Day270","Day272"
"S2EB16","S2EB16",0.0797000005841255,NA,NA,NA,NA,NA,NA,NA,0.0739500001072884,NA,NA,NA,NA,0.166650004684925,NA,0.167050004005432,0.159999996423721,NA,NA,0.163649998605251,0.0912999995052814,0.083150003105402,NA,0.0713500007987022,0.00815000012516975,NA,0.0651500001549721,0.0760999992489815,0.0650000013411045,0.0791000016033649,NA,NA,0.0343000013381243,0.0912000015377998,NA,0.0639999993145466,NA,0.213600002229214,0.0828999988734722,0.0536499992012978,NA,NA,NA,0.0354999992996454,NA,NA,NA,0.0642499998211861,0.0804999992251396,NA,0.0804499983787537,0.0652999989688396,0.139649994671345,0.0736999996006489,0.0892000012099743,0.0622499994933605,NA,0.0698000006377697,0.0995499975979328,NA,0.435499995946884,0.0668999999761581,NA,0.0651500001549721,0.0766000002622604,NA,NA,NA,0.0612000003457069,0.0744000002741814,NA,NA,0.0590499993413687,NA,NA,NA,0.0440999995917082,NA,0.059799998998642,NA,NA,NA,0.0728500001132488,NA,NA,0.0626500025391579,0.0775999985635281
"S2EB17","S2EB17",0.0790499970316887,NA,NA,NA,NA,NA,NA,NA,0.0775000005960464,NA,NA,NA,NA,0.176049999892712,NA,0.146150000393391,0.151950001716614,NA,NA,0.1511500030756,0.0789500027894974,0.0830500014126301,NA,0.0663500018417835,0.00889999978244305,NA,0.0687000006437302,0.0774499997496605,0.090549997985363,0.078600000590086,NA,NA,0.0372999999672174,0.0912499986588955,NA,0.0641999989748001,NA,0.090599998831749,0.0601499993354082,0.0716500021517277,NA,NA,NA,0.0183000005781651,NA,NA,NA,0.0631499998271465,0.0756499990820885,NA,0.0780000016093254,0.0665999986231327,0.128199994564056,0.0710999965667725,0.0843500010669231,0.0632500015199184,NA,0.0683500021696091,0.0566999986767769,NA,0.22919999808073,0.063900001347065,NA,0.060699999332428,0.0750999972224236,NA,NA,NA,0.0614500008523464,0.0712999999523163,NA,NA,0.0631499998271465,NA,NA,NA,0.0481500010937452,NA,0.0581999998539686,NA,NA,NA,0.0701999999582767,NA,NA,0.0539500005543232,0.0636500008404255
"S2EB18","S2EB18",0.0809499993920326,NA,NA,NA,NA,NA,NA,NA,0.079900000244379,NA,NA,NA,NA,0.146899998188019,NA,0.156899996101856,0.178149998188019,NA,NA,0.134750001132488,0.0795999988913536,0.0826000012457371,NA,0.0621999986469746,0.00855000037699938,NA,0.0621499996632338,0.0690999999642372,0.1233000010252,0.0860500000417233,NA,NA,0.0314000006765127,0.0829499997198582,NA,0.0617000013589859,NA,0.0843000002205372,0.0817000009119511,0.0624000001698732,NA,NA,NA,0.0194000005722046,NA,0.255649998784065,NA,0.0619000010192394,0.0717500001192093,NA,0.0750500001013279,0.0626499988138676,0.167599998414516,0.0691500008106232,0.0795999988913536,0.0608999989926815,NA,0.0627500005066395,0.0251000002026558,NA,0.351349994540215,0.0604500006884336,NA,0.065650001168251,0.0711000002920628,NA,NA,NA,0.0564500000327826,0.0718500018119812,NA,NA,0.0573500003665686,NA,NA,NA,0.0381499994546175,NA,0.0589000005275011,NA,NA,NA,0.0711500011384487,NA,NA,0.0660500004887581,0.0791000016033649
"S2EB19","S2EB19",0.0812499970197678,NA,NA,NA,NA,NA,NA,NA,0.0807499997317791,NA,NA,NA,NA,0.199249997735023,NA,0.15344999730587,0.270850002765656,NA,NA,0.0517500005662441,0.0876500010490417,0.0953000001609325,NA,0.0757500007748604,0.00904999999329448,NA,0.0709499977529049,0.0830999985337257,0.107499998062849,0.0966500006616116,NA,NA,0.0312999989837408,0.0981000028550625,NA,0.0663499981164932,NA,0.0968500003218651,0.0930499993264675,0.0718000009655952,NA,NA,NA,0.0565499998629093,NA,0.268399998545647,NA,0.065700002014637,0.0911500006914139,NA,0.0864499993622303,0.0711999982595444,0.0823500007390976,0.0764000006020069,0.0925000011920929,0.0646499991416931,NA,0.0720999985933304,0.0347499996423721,NA,0.29535000026226,0.0668999999761581,NA,0.0713500007987022,0.0834500007331371,NA,NA,NA,0.065650001168251,0.0806000009179115,NA,NA,0.0692000016570091,NA,NA,NA,0.0471499990671873,NA,0.0626000016927719,NA,NA,NA,0.0793999992311001,NA,NA,0.0869500003755093,0.112250000238419
"S2EB20","S2EB20",0.0700000002980232,NA,NA,NA,NA,NA,NA,NA,0.0696999989449978,NA,NA,NA,NA,0.152600005269051,NA,0.122950002551079,0.150750003755093,NA,NA,0.0249500004574656,0.076249998062849,0.0785000026226044,NA,0.0619000010192394,0.0108000002801418,NA,0.0630999989807606,0.0751500017940998,0.15429999679327,0.0742000006139278,NA,0.243350006639957,0.0336000006645918,0.0857000015676022,NA,0.064300000667572,NA,0.0827500000596046,0.0201000003144145,0.0682500004768372,NA,NA,NA,0.0764999985694885,NA,NA,NA,0.0651500001549721,0.0799999982118607,NA,0.0808000005781651,0.0702500008046627,0.0923000015318394,0.0717500001192093,0.0876000002026558,0.0657999999821186,NA,0.0664499998092651,0.0413499996066093,NA,NA,0.0607500001788139,NA,0.0668000020086765,0.0694500021636486,NA,NA,NA,0.0637000016868114,0.0674000009894371,NA,NA,0.0650000013411045,NA,NA,NA,0.0318500008434057,NA,0.0590500012040138,NA,NA,NA,0.0659999996423721,NA,NA,0.0523000005632639,0.0708499997854233
"S2EB21","S2EB21",0.0962499976158142,NA,NA,NA,NA,NA,NA,NA,0.0914000011980534,NA,NA,NA,NA,0.170699998736382,NA,0.163349993526936,0.124950002878904,NA,NA,0.026999999769032,0.0933999978005886,0.0998999997973442,NA,0.0747000016272068,0.0112999998964369,NA,0.0698499977588654,0.0819999985396862,0.110949996858835,0.0822999998927116,NA,NA,0.0332999993115664,0.0896000005304813,NA,0.0676499977707863,NA,0.0906000025570393,0.0274999998509884,0.0814500004053116,NA,NA,NA,0.0834500007331371,NA,NA,NA,0.0699499994516373,0.0808000005781651,NA,0.0828500017523766,0.0723000019788742,0.13935000449419,0.0782999992370605,0.091899998486042,0.0646999999880791,NA,0.0734999999403954,0.0270000007003546,NA,NA,0.0689999982714653,NA,0.0742500014603138,0.0823999978601933,NA,NA,NA,0.0661999993026257,0.0846000015735626,NA,NA,0.0671999976038933,NA,NA,NA,0.0290500000119209,NA,0.0725500024855137,NA,NA,NA,0.0782999992370605,NA,NA,0.0806499980390072,0.101500000804663
"S2EB24","S2EB24",0.0783500000834465,NA,NA,NA,NA,NA,NA,NA,0.0807499997317791,NA,NA,NA,NA,0.148050002753735,NA,0.163199998438358,0.168399997055531,NA,NA,0.133799999952316,0.078999999910593,0.0982499979436398,NA,0.0916000008583069,0.0839000009000301,NA,0.0667000003159046,0.0878500007092953,0.125800006091595,0.0957999974489212,NA,NA,0.0852999985218048,0.083550002425909,NA,0.0713999979197979,0.0890999995172024,0.0815000012516975,0.0958499982953072,0.0727999992668629,NA,NA,NA,NA,NA,NA,NA,0.0756499990820885,0.0856500007212162,NA,0.0850000008940697,0.0826000012457371,NA,0.0747000016272068,0.0971499979496002,0.0717000029981136,NA,0.0742499977350235,0.0912500023841858,NA,0.0863000005483627,0.20610000193119,0.352349996566772,0.079900000244379,0.0834500007331371,NA,NA,NA,0.0685000009834766,0.0836500003933907,NA,NA,0.011400000192225,NA,NA,NA,0.136649996042252,NA,0.0700500011444092,NA,NA,NA,0.0900500006973743,NA,NA,0.081750001758337,0.0920000001788139
"S2EB25","S2EB25",0.0659499987959862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116300001740456,NA,0.144450001418591,0.171800002455711,NA,NA,0.130200006067753,0.0766000002622604,0.0933999978005886,NA,0.0832499973475933,0.0766999982297421,NA,0.0645500011742115,0.0806499980390072,0.313749998807907,0.0904500000178814,NA,NA,0.0828499980270863,0.0841500014066696,NA,0.0701500028371811,0.213499993085861,0.0778000019490719,0.0932500027120113,0.020750000141561,NA,NA,NA,NA,NA,NA,NA,0.0709999985992908,0.0853000022470951,NA,0.0867499969899654,0.078099999576807,NA,0.0701999999582767,0.096000000834465,0.0668000020086765,NA,0.0726500004529953,0.0903999991714954,NA,0.0846999995410442,0.33134999871254,0.385150000452995,0.0712500028312206,0.0801999978721142,NA,NA,NA,0.061149999499321,0.076799999922514,NA,NA,0.023700000718236,NA,NA,NA,0.0877000018954277,NA,0.0590500012040138,NA,NA,NA,0.0779500007629395,NA,NA,0.0637999996542931,0.0780499987304211
"S2FA09","S2FA09",0.0597000010311604,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0494999997317791,NA,NA,0.248099997639656,NA,0.130500003695488,NA,0.136000007390976,NA,NA,0.0617000013589859,0.0230000000447035,NA,NA,NA,NA,0.0560000017285347,0.0709000006318092,0.250400006771088,0.0553999990224838,NA,NA,0.061999998986721,0.0795999988913536,NA,0.064800001680851,0.213699996471405,0.0737999975681305,0.0820999965071678,0.098800003528595,NA,0.064300000667572,NA,NA,NA,NA,NA,0.0631999969482422,0.0763000026345253,NA,0.0851000025868416,NA,NA,0.0195000004023314,0.0855000019073486,0.061099998652935,NA,0.0775000005960464,0.405200004577637,NA,0.0749000012874603,0.0621999986469746,0.0696000009775162,0.0644000023603439,0.0697999969124794,NA,NA,NA,0.0542000010609627,0.0671999976038933,0.0676999986171722,NA,0.0564000010490417,NA,NA,NA,NA,NA,0.0516000017523766,NA,NA,NA,0.064800001680851,NA,0.18359999358654,0.0480000004172325,0.0646999999880791
"S2FA13","S2FA13",0.0723000019788742,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0493000000715256,NA,NA,0.202000007033348,NA,0.174400001764297,NA,0.169100001454353,NA,0.24379999935627,0.0719000026583672,0.0261000003665686,NA,NA,NA,NA,0.0623999983072281,0.0778999999165535,0.401100009679794,0.0165999997407198,NA,NA,0.0425000004470348,0.0825000032782555,NA,0.0678000003099442,0.261000007390976,0.0754999965429306,0.0844999998807907,0.0348999984562397,NA,0.061999998986721,NA,NA,NA,NA,NA,0.0687000006437302,0.0781999975442886,NA,0.0848999992012978,0.0913999974727631,NA,0.0142000000923872,0.0864000022411346,0.0606000013649464,NA,0.0807000026106834,0.571900010108948,NA,0.0800999999046326,0.0666999965906143,0.0913999974727631,0.0706000030040741,0.0754999965429306,NA,NA,NA,0.0667999982833862,0.0755999982357025,0.0703999996185303,NA,0.0674000009894371,NA,NA,NA,NA,NA,0.0650999993085861,NA,NA,NA,0.0816999971866608,NA,0.046399999409914,0.0683000013232231,0.0800999999046326
